PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret
89169,1/14/2005,162,-1.77%,1.0301,0.0184,19.57%,19.70%,1.35%,-1.81%
89169,1/21/2005,163,15.87%,1.0023,0.0194,19.54%,19.67%,1.27%,17.21%
89169,1/28/2005,164,21.46%,1.0059,0.0206,19.54%,19.67%,1.27%,21.17%
89170,1/7/2005,164,-3.64%,1.1396,0.0098,10.16%,10.47%,5.86%,-0.69%
89170,1/14/2005,165,2.68%,1.1393,0.0099,10.13%,10.44%,5.86%,2.64%
89170,1/21/2005,166,-0.31%,1.139,0.0099,10.10%,10.41%,5.87%,1.18%
89170,1/28/2005,167,-5.58%,1.1379,0.0095,10.08%,10.39%,5.84%,-5.90%
89172,1/7/2005,160,-22.87%,1.1402,-0.0043,10.46%,10.76%,5.57%,-20.08%
89172,1/14/2005,161,16.37%,1.1377,-0.0033,10.51%,10.81%,5.46%,16.33%
89172,1/21/2005,162,-1.52%,1.1371,-0.0033,10.48%,10.77%,5.47%,-0.03%
89172,1/28/2005,163,18.15%,1.1402,-0.0022,10.54%,10.84%,5.41%,17.83%
89174,1/7/2005,160,-8.92%,0.8252,0.0057,8.32%,8.52%,4.66%,-6.85%
89174,1/14/2005,161,-2.81%,0.8257,0.0055,8.30%,8.50%,4.66%,-2.85%
89174,1/21/2005,162,-5.86%,0.8354,0.0051,8.28%,8.49%,4.76%,-4.79%
89174,1/28/2005,163,2.89%,0.8358,0.0053,8.26%,8.46%,4.76%,2.65%
89175,1/7/2005,164,-1.96%,1.2175,0.0043,11.54%,11.85%,5.22%,1.22%
89175,1/14/2005,165,-2.69%,1.218,0.0041,11.51%,11.82%,5.23%,-2.73%
89175,1/21/2005,166,1.62%,1.2129,0.0043,11.47%,11.78%,5.20%,3.22%
89175,1/28/2005,167,-9.66%,1.2113,0.0037,11.47%,11.77%,5.16%,-10.00%
89176,1/7/2005,163,3.23%,-0.01,0.0043,2.69%,2.69%,0.01%,3.18%
89176,1/14/2005,164,-2.28%,-0.0096,0.0041,2.69%,2.69%,0.01%,-2.32%
89176,1/21/2005,165,1.41%,-0.0113,0.0042,2.68%,2.68%,0.01%,1.36%
89176,1/28/2005,166,-1.33%,-0.0116,0.0041,2.68%,2.68%,0.01%,-1.37%
89179,1/7/2005,160,0.70%,0.371,0.0064,4.17%,4.25%,3.78%,1.64%
89179,1/14/2005,161,5.79%,0.3703,0.0067,4.18%,4.26%,3.73%,5.75%
89179,1/21/2005,162,-1.67%,0.3737,0.0066,4.17%,4.25%,3.80%,-1.21%
89179,1/28/2005,163,0.12%,0.3736,0.0066,4.15%,4.23%,3.80%,-0.01%
89181,1/7/2005,246,-0.15%,1.6001,0.0055,12.92%,13.70%,11.07%,4.05%
89181,1/14/2005,247,-6.98%,1.5999,0.0052,12.90%,13.68%,11.06%,-7.02%
89181,1/21/2005,248,-4.76%,1.602,0.0051,12.88%,13.66%,11.09%,-2.65%
89181,1/28/2005,249,-3.47%,1.6013,0.0049,12.85%,13.63%,11.08%,-3.91%
89182,1/7/2005,161,0.66%,-0.0847,0.0011,1.52%,1.53%,1.52%,0.40%
89182,1/14/2005,162,-0.16%,-0.0847,0.0011,1.51%,1.52%,1.52%,-0.20%
89182,1/21/2005,163,0.46%,-0.085,0.0011,1.51%,1.52%,1.53%,0.32%
89182,1/28/2005,164,0.46%,-0.085,0.0011,1.50%,1.52%,1.53%,0.44%
89183,1/7/2005,161,0.40%,-0.0443,0.0009,1.65%,1.65%,0.36%,0.25%
89183,1/14/2005,162,0.75%,-0.0444,0.0009,1.64%,1.65%,0.36%,0.71%
89183,1/21/2005,163,0.74%,-0.0454,0.0009,1.64%,1.64%,0.37%,0.65%
89183,1/28/2005,164,-0.73%,-0.0456,0.0009,1.64%,1.64%,0.38%,-0.76%
89184,1/7/2005,161,3.53%,-0.0591,0.0007,1.53%,1.54%,0.73%,3.36%
89184,1/14/2005,162,-0.41%,-0.059,0.0007,1.53%,1.53%,0.73%,-0.45%
89184,1/21/2005,163,0.00%,-0.0587,0.0006,1.52%,1.53%,0.72%,-0.11%
89184,1/28/2005,164,0.56%,-0.0586,0.0007,1.52%,1.52%,0.72%,0.54%
89187,1/7/2005,161,-3.34%,0.5437,0.0033,1.57%,1.98%,37.19%,-1.96%
89187,1/14/2005,162,0.86%,0.5437,0.0033,1.57%,1.98%,37.17%,0.82%
89187,1/21/2005,163,-0.36%,0.5436,0.0033,1.56%,1.97%,37.23%,0.33%
89187,1/28/2005,164,2.18%,0.544,0.0034,1.56%,1.97%,37.09%,2.01%
89188,1/7/2005,161,-3.92%,0.6939,0.0012,2.01%,2.53%,37.10%,-2.15%
89188,1/14/2005,162,3.21%,0.6935,0.0014,2.02%,2.54%,36.74%,3.17%
89188,1/21/2005,163,-0.31%,0.6927,0.0014,2.01%,2.53%,36.74%,0.59%
89188,1/28/2005,164,1.45%,0.6929,0.0015,2.01%,2.52%,36.71%,1.24%
89189,1/7/2005,160,-3.16%,0.631,0.0004,2.76%,3.10%,20.60%,-1.55%
89189,1/14/2005,161,2.43%,0.6308,0.0006,2.76%,3.09%,20.51%,2.39%
89189,1/21/2005,162,-2.12%,0.6332,0.0005,2.75%,3.09%,20.66%,-1.31%
89189,1/28/2005,163,-1.08%,0.633,0.0004,2.74%,3.08%,20.62%,-1.27%
89190,1/7/2005,161,-5.49%,0.9329,0.0034,2.75%,3.44%,36.33%,-3.10%
89190,1/14/2005,162,2.17%,0.9326,0.0035,2.74%,3.44%,36.26%,2.13%
89190,1/21/2005,163,-2.70%,0.936,0.0034,2.74%,3.43%,36.42%,-1.49%
89190,1/28/2005,164,2.58%,0.9363,0.0035,2.73%,3.43%,36.37%,2.31%
89191,1/7/2005,161,-3.99%,0.2735,0.0059,4.05%,4.10%,2.20%,-3.35%
89191,1/14/2005,162,4.64%,0.273,0.0061,4.05%,4.10%,2.18%,4.60%
89191,1/21/2005,163,2.60%,0.2688,0.0062,4.05%,4.09%,2.12%,2.93%
89191,1/28/2005,164,-0.78%,0.2685,0.0062,4.03%,4.08%,2.11%,-0.89%
89192,1/7/2005,161,-7.89%,0.0883,0.0042,6.81%,6.81%,0.08%,-7.78%
89192,1/14/2005,162,-3.81%,0.0888,0.0039,6.79%,6.80%,0.08%,-3.85%
89192,1/21/2005,163,-0.71%,0.0907,0.0039,6.77%,6.78%,0.09%,-0.62%
89192,1/28/2005,164,1.28%,0.0908,0.0039,6.75%,6.76%,0.09%,1.22%
89194,1/7/2005,161,-2.98%,0.3151,0.0062,3.14%,3.22%,4.75%,-2.21%
89194,1/14/2005,162,1.21%,0.315,0.0062,3.13%,3.21%,4.75%,1.17%
89194,1/21/2005,163,1.31%,0.313,0.0063,3.12%,3.20%,4.70%,1.70%
89194,1/28/2005,164,2.24%,0.3133,0.0064,3.11%,3.19%,4.70%,2.12%
89195,1/7/2005,161,-2.76%,0.7424,0.0036,2.96%,3.39%,23.71%,-0.85%
89195,1/14/2005,162,1.16%,0.7423,0.0036,2.95%,3.38%,23.70%,1.11%
89195,1/21/2005,163,-0.94%,0.7429,0.0036,2.95%,3.37%,23.78%,0.02%
89195,1/28/2005,164,-0.38%,0.7427,0.0035,2.94%,3.36%,23.76%,-0.60%
89196,1/7/2005,162,-9.43%,0.858,0.0025,4.67%,5.05%,14.35%,-7.27%
89196,1/14/2005,163,2.15%,0.8577,0.0026,4.66%,5.04%,14.33%,2.11%
89196,1/21/2005,164,-1.94%,0.8597,0.0026,4.65%,5.02%,14.41%,-0.83%
89196,1/28/2005,165,1.28%,0.8598,0.0026,4.63%,5.01%,14.41%,1.02%
89197,1/7/2005,162,-2.77%,1.5778,-0.0059,6.16%,7.09%,24.57%,1.38%
89197,1/14/2005,163,-5.56%,1.5786,-0.0063,6.16%,7.08%,24.52%,-5.60%
89197,1/21/2005,164,-1.29%,1.576,-0.0062,6.14%,7.06%,24.50%,0.78%
89197,1/28/2005,165,0.15%,1.5761,-0.0061,6.12%,7.04%,24.50%,-0.28%
89198,1/7/2005,164,-4.66%,0.4969,0.0002,4.77%,4.90%,5.09%,-3.42%
89198,1/14/2005,165,-1.76%,0.4972,0.0001,4.76%,4.89%,5.09%,-1.80%
89198,1/21/2005,166,1.08%,0.4941,0.0002,4.75%,4.87%,5.04%,1.72%
89198,1/28/2005,167,0.32%,0.4941,0.0002,4.74%,4.86%,5.04%,0.16%
89199,1/7/2005,164,-2.03%,1.4316,0.002,3.47%,4.71%,45.68%,1.72%
89199,1/14/2005,165,0.25%,1.4316,0.002,3.46%,4.70%,45.68%,0.21%
89199,1/21/2005,166,-3.01%,1.434,0.0019,3.45%,4.69%,45.80%,-1.13%
89199,1/28/2005,167,-1.13%,1.4338,0.0018,3.45%,4.68%,45.76%,-1.53%
89201,1/7/2005,177,-7.56%,0.8023,0.0034,3.59%,4.10%,23.26%,-5.52%
89201,1/14/2005,178,2.21%,0.8022,0.0035,3.59%,4.09%,23.23%,2.17%
89201,1/21/2005,179,0.00%,0.8014,0.0036,3.58%,4.08%,23.22%,1.04%
89201,1/28/2005,180,-0.84%,0.8011,0.0035,3.57%,4.07%,23.19%,-1.08%
89202,1/7/2005,159,-2.88%,0.2367,-0.0001,4.21%,4.24%,1.54%,-2.31%
89202,1/14/2005,160,2.37%,0.2364,0,4.20%,4.23%,1.53%,2.33%
89202,1/21/2005,161,-1.52%,0.2387,-0.0001,4.19%,4.22%,1.57%,-1.24%
89202,1/28/2005,162,6.17%,0.2399,0.0003,4.20%,4.24%,1.56%,6.07%
89203,1/7/2005,158,-0.89%,0.8686,0.0033,5.27%,5.61%,11.89%,1.37%
89203,1/14/2005,159,2.79%,0.8683,0.0035,5.25%,5.60%,11.87%,2.75%
89203,1/21/2005,160,-5.46%,0.8768,0.0032,5.25%,5.60%,12.05%,-4.33%
89203,1/28/2005,161,0.25%,0.8767,0.0031,5.23%,5.58%,12.04%,0.00%
89204,1/7/2005,159,-1.47%,0.5048,0.0096,5.77%,5.88%,3.65%,-0.19%
89204,1/14/2005,160,6.93%,0.504,0.01,5.77%,5.88%,3.62%,6.89%
89204,1/21/2005,161,-0.58%,0.5057,0.0099,5.75%,5.86%,3.65%,0.06%
89204,1/28/2005,162,1.03%,0.5057,0.0099,5.73%,5.84%,3.65%,0.87%
89207,1/7/2005,159,-9.32%,0.6247,0.0042,8.51%,8.62%,2.60%,-7.78%
89207,1/14/2005,160,5.23%,0.6241,0.0045,8.49%,8.60%,2.59%,5.19%
89207,1/21/2005,161,-2.62%,0.6283,0.0044,8.46%,8.58%,2.63%,-1.82%
89207,1/28/2005,162,-1.72%,0.6278,0.0042,8.44%,8.55%,2.62%,-1.92%
89208,1/7/2005,157,-5.28%,1.5875,0.0004,9.40%,10.05%,12.44%,-1.14%
89208,1/14/2005,158,-0.17%,1.5875,0.0004,9.37%,10.02%,12.44%,-0.21%
89208,1/21/2005,159,-4.56%,1.5921,0.0002,9.35%,9.99%,12.52%,-2.48%
89208,1/28/2005,160,21.70%,1.5967,0.0015,9.47%,10.11%,12.24%,21.27%
89210,1/7/2005,156,-1.11%,0.6029,0.0033,5.23%,5.40%,6.25%,0.44%
89210,1/14/2005,157,0.06%,0.603,0.0033,5.21%,5.38%,6.25%,0.02%
89210,1/21/2005,158,-0.30%,0.6027,0.0033,5.20%,5.37%,6.26%,0.48%
89210,1/28/2005,159,2.90%,0.6032,0.0034,5.18%,5.35%,6.26%,2.71%
89211,1/7/2005,158,-2.30%,0.109,0.004,2.67%,2.68%,0.82%,-2.08%
89211,1/14/2005,159,1.27%,0.1089,0.0041,2.66%,2.67%,0.82%,1.23%
89211,1/21/2005,160,-0.80%,0.1109,0.004,2.65%,2.66%,0.85%,-0.68%
89211,1/28/2005,161,-0.12%,0.1108,0.004,2.64%,2.65%,0.85%,-0.18%
89213,1/7/2005,157,-3.38%,0.3724,0.0093,4.72%,4.79%,3.02%,-2.47%
89213,1/14/2005,158,0.74%,0.3724,0.0093,4.70%,4.77%,3.02%,0.70%
89213,1/21/2005,159,-4.63%,0.3817,0.009,4.70%,4.78%,3.15%,-4.16%
89213,1/28/2005,160,-1.05%,0.3812,0.0089,4.69%,4.77%,3.14%,-1.18%
89215,1/7/2005,158,-5.47%,1.0261,-0.0007,7.01%,7.38%,9.60%,-2.83%
89215,1/14/2005,159,-3.13%,1.0265,-0.0009,6.99%,7.36%,9.59%,-3.17%
89215,1/21/2005,160,-5.63%,1.0341,-0.0012,6.98%,7.35%,9.73%,-4.29%
89215,1/28/2005,161,1.82%,1.0345,-0.0011,6.96%,7.33%,9.73%,1.52%
89216,1/7/2005,158,-8.08%,1.0235,0.0057,4.97%,5.47%,17.37%,-5.48%
89216,1/14/2005,159,-1.78%,1.0237,0.0056,4.96%,5.45%,17.36%,-1.82%
89216,1/21/2005,160,-4.06%,1.0297,0.0054,4.95%,5.45%,17.53%,-2.73%
89216,1/28/2005,161,-1.86%,1.0291,0.0052,4.94%,5.44%,17.48%,-2.15%
89217,1/7/2005,156,-1.44%,0.6618,0.0046,4.17%,4.42%,11.22%,0.26%
89217,1/14/2005,157,0.95%,0.6617,0.0046,4.16%,4.41%,11.21%,0.91%
89217,1/21/2005,158,-1.47%,0.6637,0.0045,4.14%,4.40%,11.29%,-0.62%
89217,1/28/2005,159,-0.63%,0.6634,0.0045,4.13%,4.39%,11.28%,-0.83%
89218,1/7/2005,157,-4.90%,-0.0783,-0.0071,7.54%,7.54%,0.05%,-5.19%
89218,1/14/2005,158,2.74%,-0.0787,-0.0069,7.52%,7.52%,0.05%,2.70%
89218,1/21/2005,159,0.52%,-0.0806,-0.0068,7.49%,7.50%,0.06%,0.39%
89218,1/28/2005,160,-1.19%,-0.0808,-0.0069,7.47%,7.47%,0.06%,-1.22%
89221,1/7/2005,156,1.33%,-0.0986,0.0011,1.57%,1.59%,1.93%,1.04%
89221,1/14/2005,157,0.87%,-0.0987,0.0012,1.57%,1.58%,1.93%,0.83%
89221,1/21/2005,158,0.36%,-0.0989,0.0012,1.56%,1.58%,1.94%,0.20%
89221,1/28/2005,159,0.22%,-0.0988,0.0012,1.56%,1.57%,1.94%,0.20%
89223,1/7/2005,159,-12.89%,0.3907,0.0055,3.92%,4.01%,4.69%,-12.01%
89223,1/14/2005,160,-0.90%,0.3909,0.0054,3.91%,4.00%,4.69%,-0.94%
89223,1/21/2005,161,1.19%,0.3888,0.0055,3.90%,3.99%,4.65%,1.68%
89223,1/28/2005,162,-1.44%,0.3884,0.0054,3.89%,3.98%,4.63%,-1.58%
89224,1/7/2005,158,-5.98%,1.0581,0.0053,8.84%,9.15%,6.64%,-3.26%
89224,1/14/2005,159,17.23%,1.0562,0.0064,8.91%,9.21%,6.48%,17.19%
89224,1/21/2005,160,-1.44%,1.0575,0.0063,8.88%,9.18%,6.51%,-0.06%
89224,1/28/2005,161,3.39%,1.058,0.0065,8.85%,9.16%,6.51%,3.09%
89225,1/7/2005,157,-1.21%,0.2535,-0.0029,4.02%,4.06%,1.94%,-0.59%
89225,1/14/2005,158,0.20%,0.2535,-0.0029,4.01%,4.05%,1.94%,0.16%
89225,1/21/2005,159,-2.86%,0.2576,-0.003,4.00%,4.04%,2.00%,-2.55%
89225,1/28/2005,160,13.03%,0.2605,-0.0022,4.12%,4.16%,1.92%,12.92%
89227,1/7/2005,158,-3.92%,0.9231,0.0054,5.23%,5.61%,13.40%,-1.54%
89227,1/14/2005,159,0.15%,0.9231,0.0054,5.21%,5.60%,13.40%,0.11%
89227,1/21/2005,160,-2.72%,0.9269,0.0053,5.19%,5.59%,13.52%,-1.52%
89227,1/28/2005,161,2.32%,0.9272,0.0054,5.18%,5.57%,13.52%,2.05%
89230,1/7/2005,157,-2.95%,0.9477,0.0034,7.15%,7.45%,8.06%,-0.49%
89230,1/14/2005,158,-6.77%,0.9485,0.0029,7.15%,7.45%,8.03%,-6.81%
89230,1/21/2005,159,-0.22%,0.9472,0.003,7.12%,7.43%,8.02%,1.01%
89230,1/28/2005,160,11.92%,0.9496,0.0037,7.16%,7.46%,7.95%,11.64%
89231,1/7/2005,157,-2.17%,0.7997,-0.0004,2.08%,2.74%,42.45%,-0.10%
89231,1/14/2005,158,-2.90%,0.8,-0.0006,2.08%,2.74%,42.16%,-2.95%
89231,1/21/2005,159,-0.45%,0.7989,-0.0005,2.08%,2.73%,42.14%,0.58%
89231,1/28/2005,160,-1.19%,0.7986,-0.0006,2.07%,2.72%,42.05%,-1.42%
89232,1/7/2005,158,-3.52%,1.3899,-0.0014,2.53%,4.00%,59.93%,0.12%
89232,1/14/2005,159,-0.83%,1.39,-0.0014,2.52%,3.99%,59.92%,-0.87%
89232,1/21/2005,160,-2.23%,1.3904,-0.0014,2.52%,3.98%,60.00%,-0.41%
89232,1/28/2005,161,-0.19%,1.3904,-0.0015,2.51%,3.96%,59.99%,-0.57%
89233,1/7/2005,158,-2.26%,0.7655,-0.0007,1.70%,2.41%,50.00%,-0.28%
89233,1/14/2005,159,-1.49%,0.7657,-0.0008,1.70%,2.41%,49.90%,-1.53%
89233,1/21/2005,160,-0.60%,0.7648,-0.0008,1.70%,2.40%,49.90%,0.40%
89233,1/28/2005,161,0.47%,0.7649,-0.0008,1.69%,2.39%,49.90%,0.24%
89234,1/7/2005,158,-2.22%,1.0243,0.0009,1.14%,2.55%,80.15%,0.44%
89234,1/14/2005,159,-1.21%,1.0244,0.0009,1.14%,2.54%,80.02%,-1.25%
89234,1/21/2005,160,-0.73%,1.0235,0.0009,1.13%,2.54%,80.01%,0.61%
89234,1/28/2005,161,0.55%,1.0235,0.0009,1.13%,2.53%,80.01%,0.25%
89235,1/7/2005,158,-3.09%,0.6714,0.0025,1.86%,2.38%,39.31%,-1.37%
89235,1/14/2005,159,2.27%,0.6712,0.0026,1.86%,2.38%,39.12%,2.23%
89235,1/21/2005,160,0.00%,0.6701,0.0027,1.85%,2.37%,39.09%,0.86%
89235,1/28/2005,161,2.30%,0.6704,0.0028,1.85%,2.37%,38.97%,2.10%
89236,1/7/2005,159,-3.43%,1.2049,0.0017,5.65%,6.26%,18.35%,-0.29%
89236,1/14/2005,160,9.54%,1.2037,0.0023,5.68%,6.28%,18.07%,9.50%
89236,1/21/2005,161,-1.43%,1.2038,0.0023,5.67%,6.26%,18.11%,0.15%
89236,1/28/2005,162,5.37%,1.2048,0.0026,5.66%,6.25%,18.07%,5.04%
89237,1/7/2005,246,-5.35%,0.8088,0.0044,5.60%,6.06%,14.48%,-3.27%
89237,1/14/2005,247,-2.87%,0.8087,0.0043,5.59%,6.05%,14.46%,-2.91%
89237,1/21/2005,248,-0.73%,0.8088,0.0043,5.58%,6.04%,14.48%,0.32%
89237,1/28/2005,249,-6.14%,0.8078,0.004,5.59%,6.04%,14.37%,-6.38%
89238,1/7/2005,156,-2.26%,0.8687,0.0002,3.45%,3.96%,24.12%,0.00%
89238,1/14/2005,157,-1.89%,0.8689,0.0001,3.44%,3.95%,24.09%,-1.93%
89238,1/21/2005,158,0.99%,0.8651,0.0003,3.44%,3.94%,23.93%,2.12%
89238,1/28/2005,159,5.08%,0.8661,0.0006,3.45%,3.95%,23.75%,4.83%
89239,1/7/2005,157,0.68%,0.8385,0.0044,5.35%,5.66%,10.92%,2.88%
89239,1/14/2005,158,-2.45%,0.8388,0.0042,5.33%,5.65%,10.91%,-2.49%
89239,1/21/2005,159,0.52%,0.8366,0.0043,5.32%,5.63%,10.88%,1.61%
89239,1/28/2005,160,2.37%,0.837,0.0044,5.30%,5.62%,10.89%,2.13%
89240,1/7/2005,158,-6.60%,0.1984,0.0029,2.17%,2.21%,3.99%,-6.18%
89240,1/14/2005,159,-0.48%,0.1985,0.0028,2.16%,2.21%,3.99%,-0.52%
89240,1/21/2005,160,1.51%,0.1958,0.0029,2.16%,2.20%,3.89%,1.75%
89240,1/28/2005,161,-2.26%,0.1953,0.0028,2.16%,2.20%,3.83%,-2.35%
89241,1/7/2005,158,-3.33%,0.076,0.0016,1.89%,1.90%,0.80%,-3.20%
89241,1/14/2005,159,0.33%,0.076,0.0016,1.88%,1.89%,0.80%,0.29%
89241,1/21/2005,160,2.24%,0.0721,0.0018,1.88%,1.89%,0.71%,2.31%
89241,1/28/2005,161,-2.84%,0.0715,0.0016,1.89%,1.90%,0.69%,-2.89%
89242,1/7/2005,158,0.19%,0.0069,0.0013,1.67%,1.67%,0.01%,0.17%
89242,1/14/2005,159,0.39%,0.0069,0.0014,1.67%,1.67%,0.01%,0.35%
89242,1/21/2005,160,2.91%,0.0019,0.0015,1.68%,1.68%,0.00%,2.89%
89242,1/28/2005,161,0.86%,0.0021,0.0016,1.67%,1.67%,0.00%,0.82%
89243,1/7/2005,158,-5.95%,0.6904,0.0003,4.71%,4.95%,9.65%,-4.20%
89243,1/14/2005,159,-2.97%,0.6907,0.0001,4.70%,4.94%,9.63%,-3.01%
89243,1/21/2005,160,1.90%,0.6857,0.0003,4.69%,4.93%,9.51%,2.79%
89243,1/28/2005,161,2.09%,0.686,0.0004,4.67%,4.91%,9.51%,1.89%
89244,1/7/2005,158,0.58%,0.6024,0.0022,3.99%,4.21%,10.18%,2.15%
89244,1/14/2005,159,10.34%,0.6013,0.0028,4.05%,4.27%,9.78%,10.30%
89244,1/21/2005,160,-1.05%,0.6023,0.0028,4.04%,4.25%,9.84%,-0.28%
89244,1/28/2005,161,3.33%,0.6029,0.0029,4.03%,4.25%,9.83%,3.14%
89246,1/7/2005,154,-9.50%,1.3346,0.0095,7.63%,8.20%,13.25%,-6.08%
89246,1/14/2005,155,1.62%,1.3345,0.0095,7.61%,8.17%,13.25%,1.58%
89246,1/21/2005,156,-1.60%,1.336,0.0095,7.58%,8.15%,13.31%,0.15%
89246,1/28/2005,157,1.43%,1.336,0.0095,7.56%,8.12%,13.31%,1.07%
89247,1/7/2005,154,-2.49%,0.6523,0,3.24%,3.55%,16.84%,-0.82%
89247,1/14/2005,155,-0.77%,0.6524,-0.0001,3.23%,3.54%,16.84%,-0.81%
89247,1/21/2005,156,1.36%,0.6483,0.0001,3.23%,3.53%,16.66%,2.20%
89247,1/28/2005,157,-0.58%,0.6482,0,3.22%,3.52%,16.65%,-0.78%
89249,1/7/2005,154,2.80%,0.5603,-0.0041,6.72%,6.84%,3.36%,4.29%
89249,1/14/2005,155,-3.98%,0.5607,-0.0043,6.70%,6.82%,3.36%,-4.02%
89249,1/21/2005,156,-0.44%,0.5594,-0.0043,6.68%,6.80%,3.35%,0.28%
89249,1/28/2005,157,5.26%,0.5605,-0.0039,6.68%,6.79%,3.35%,5.09%
89250,1/7/2005,155,0.51%,0.1674,0.0028,2.05%,2.09%,3.24%,0.92%
89250,1/14/2005,156,0.45%,0.1674,0.0028,2.04%,2.08%,3.24%,0.40%
89250,1/21/2005,157,-3.67%,0.1742,0.0025,2.06%,2.10%,3.43%,-3.48%
89250,1/28/2005,158,0.85%,0.1743,0.0026,2.05%,2.09%,3.43%,0.77%
89252,1/7/2005,151,-2.48%,1.669,0.0061,10.72%,11.36%,10.91%,1.90%
89252,1/14/2005,152,-12.95%,1.6702,0.0052,10.74%,11.38%,10.82%,-13.00%
89252,1/21/2005,153,2.23%,1.663,0.0055,10.71%,11.34%,10.75%,4.42%
89252,1/28/2005,154,8.84%,1.6649,0.006,10.70%,11.32%,10.74%,8.39%
89254,1/7/2005,152,-4.37%,1.2569,-0.0037,8.78%,9.22%,9.34%,-1.10%
89254,1/14/2005,153,0.00%,1.2569,-0.0036,8.75%,9.19%,9.34%,-0.04%
89254,1/21/2005,154,-7.71%,1.2673,-0.004,8.73%,9.18%,9.48%,-6.07%
89254,1/28/2005,155,3.72%,1.2682,-0.0038,8.71%,9.16%,9.48%,3.36%
89256,1/7/2005,153,-3.57%,0.8963,0.0015,4.80%,5.20%,14.86%,-1.26%
89256,1/14/2005,154,0.43%,0.8962,0.0015,4.78%,5.19%,14.86%,0.39%
89256,1/21/2005,155,-4.82%,0.9033,0.0013,4.78%,5.18%,15.04%,-3.66%
89256,1/28/2005,156,-0.60%,0.9031,0.0012,4.76%,5.17%,15.03%,-0.86%
89257,1/7/2005,153,0.52%,-0.0321,0.0022,1.98%,1.98%,0.13%,0.40%
89257,1/14/2005,154,-0.74%,-0.032,0.0021,1.97%,1.98%,0.13%,-0.78%
89257,1/21/2005,155,0.86%,-0.033,0.0022,1.97%,1.97%,0.14%,0.78%
89257,1/28/2005,156,1.50%,-0.0327,0.0022,1.96%,1.97%,0.14%,1.47%
89258,1/7/2005,154,-4.26%,0.629,0.0035,2.47%,2.84%,24.51%,-2.67%
89258,1/14/2005,155,2.39%,0.6287,0.0036,2.47%,2.84%,24.42%,2.35%
89258,1/21/2005,156,0.07%,0.6278,0.0037,2.46%,2.83%,24.40%,0.88%
89258,1/28/2005,157,-0.95%,0.6274,0.0036,2.45%,2.82%,24.34%,-1.14%
89259,1/7/2005,154,-14.17%,0.5964,-0.0069,7.82%,7.93%,2.83%,-12.75%
89259,1/14/2005,155,3.88%,0.5959,-0.0066,7.80%,7.91%,2.82%,3.84%
89259,1/21/2005,156,-4.67%,0.6019,-0.0068,7.78%,7.89%,2.88%,-3.91%
89259,1/28/2005,157,0.00%,0.602,-0.0068,7.76%,7.87%,2.88%,-0.19%
89260,1/7/2005,154,-6.54%,0.3716,0.0058,4.46%,4.54%,3.35%,-5.66%
89260,1/14/2005,155,1.22%,0.3716,0.0059,4.45%,4.52%,3.35%,1.18%
89260,1/21/2005,156,0.38%,0.3711,0.0059,4.43%,4.51%,3.35%,0.84%
89260,1/28/2005,157,4.93%,0.372,0.0061,4.43%,4.51%,3.35%,4.79%
89262,1/7/2005,152,-3.72%,0.537,0.0042,2.91%,3.15%,14.61%,-2.37%
89262,1/14/2005,153,-2.45%,0.5373,0.004,2.91%,3.15%,14.54%,-2.49%
89262,1/21/2005,154,0.99%,0.535,0.0041,2.90%,3.14%,14.45%,1.68%
89262,1/28/2005,155,0.90%,0.535,0.0041,2.89%,3.13%,14.45%,0.73%
89263,1/7/2005,155,-0.64%,0.2129,0.0069,3.40%,3.43%,1.93%,-0.13%
89263,1/14/2005,156,3.53%,0.2126,0.0071,3.39%,3.43%,1.92%,3.49%
89263,1/21/2005,157,-0.97%,0.2152,0.007,3.38%,3.42%,1.97%,-0.72%
89263,1/28/2005,158,-1.52%,0.2146,0.0068,3.38%,3.41%,1.96%,-1.61%
89264,1/7/2005,155,-0.92%,0.1753,0.0018,3.63%,3.66%,1.15%,-0.50%
89264,1/14/2005,156,-1.28%,0.1754,0.0017,3.62%,3.65%,1.16%,-1.32%
89264,1/21/2005,157,2.15%,0.1715,0.0018,3.62%,3.64%,1.10%,2.35%
89264,1/28/2005,158,-3.42%,0.1706,0.0016,3.62%,3.64%,1.09%,-3.50%
89265,1/7/2005,154,3.48%,1.1977,0.0096,8.62%,9.03%,8.80%,6.65%
89265,1/14/2005,155,35.65%,1.1934,0.0119,9.03%,9.42%,7.98%,35.61%
89265,1/21/2005,156,-4.82%,1.2017,0.0116,9.01%,9.40%,8.09%,-3.26%
89265,1/28/2005,157,-2.58%,1.2008,0.0113,8.99%,9.37%,8.07%,-2.92%
89266,1/7/2005,151,-3.26%,0.884,0,6.72%,7.00%,8.05%,-0.97%
89266,1/14/2005,152,1.82%,0.8838,0.0001,6.70%,6.98%,8.04%,1.78%
89266,1/21/2005,153,1.25%,0.8794,0.0003,6.68%,6.96%,7.98%,2.40%
89266,1/28/2005,154,5.47%,0.8807,0.0006,6.67%,6.95%,7.97%,5.22%
89268,1/7/2005,154,0.81%,0.4056,0.0048,3.75%,3.86%,5.52%,1.85%
89268,1/14/2005,155,-1.95%,0.4059,0.0046,3.74%,3.85%,5.51%,-1.99%
89268,1/21/2005,156,0.86%,0.4042,0.0047,3.73%,3.84%,5.48%,1.37%
